"","ID","condition","spname"
"1","1","nurse","Stipa tenacissima"
"2","1","micro_nurse","Scorzonera undulata"
"3","1","micro_nurse","Atractylis serratuloides"
"4","1","micro_nurse","Allium cupani"
"5","1","micro_nurse","Iris sisyrynchium"
"6","1","micro_nurse","Paronychia argentea"
"7","1","micro_nurse","Stipa barbata"
"8","1","micro_nurse","Stipa parviflora"
"9","1","micro_nurse","Plantago albicans"
"10","1","micro_nurse","Echium trygorrhizum"
"11","1","micro_bare","Scorzonera undulata"
"12","1","micro_bare","Iris sisyrynchium"
"13","1","micro_bare","Allium cupani"
"14","1","micro_bare","Atractylis serratuloides"
"15","1","micro_bare","Plantago albicans"
"16","1","micro_bare","Echium trygorrhizum"
"17","1","micro_bare","Ajuga iva"
"18","1","micro_bare","Stipa barbata"
"19","2","nurse","Stipa tenacissima"
"20","2","micro_nurse","Plantago albicans"
"21","2","micro_nurse","Artemisia campestris"
"22","2","micro_nurse","Allium cupani"
"23","2","micro_nurse","Atractylis serratuloides"
"24","2","micro_nurse","Matthiola longipetala"
"25","2","micro_nurse","Iris sisyrynchium"
"26","2","micro_nurse","Echium trygorrhizum"
"27","2","micro_nurse","Salvia verbenaca"
"28","2","micro_nurse","Paronychia argentea"
"29","2","micro_bare","Artemisia campestris"
"30","2","micro_bare","Plantago albicans"
"31","2","micro_bare","Allium cupani"
"32","2","micro_bare","Atractylis serratuloides"
"33","2","micro_bare","Scorzonera undulata"
"34","2","micro_bare","Stipa parviflora"
"35","2","micro_bare","Iris sisyrynchium"
"36","2","micro_bare","Matthiola longipetala"
"37","2","micro_bare","Ajuga iva"
"38","2","micro_bare","Paronychia argentea"
"39","2","micro_bare","Helanthemum aperta"
"40","3","nurse","Stipa tenacissima"
"41","3","micro_nurse","Atractylis serratuloides"
"42","3","micro_nurse","Iris sisyrynchium"
"43","3","micro_nurse","Plantago albicans"
"44","3","micro_nurse","Allium cupani"
"45","3","micro_nurse","Salvia verbenaca"
"46","3","micro_nurse","Paronychia argentea"
"47","3","micro_nurse","Telephium imperati"
"48","3","micro_nurse","Noaea mucronata"
"49","3","micro_nurse","Scorzonera undulata"
"50","3","micro_nurse","Ajuga iva"
"51","3","micro_bare","Iris sisyrynchium"
"52","3","micro_bare","Allium cupani"
"53","3","micro_bare","Atractylis serratuloides"
"54","3","micro_bare","Plantago albicans"
"55","3","micro_bare","Ajuga iva"
"56","3","micro_bare","Telephium imperati"
"57","3","micro_bare","Stipa parviflora"
"58","3","micro_bare","Paronychia argentea"
"59","3","micro_bare","Stipa barbata"
"60","3","micro_bare","Salvia verbenaca"
"61","3","micro_bare","Scorzonera undulata"
"62","3","micro_bare","Noaea mucronata"
"63","16","nurse","Condalia microphylla"
"64","16","nurse","Prosopis flexuosa var. depressa"
"65","16","nurse","Larrea divaricata"
"66","16","micro_nurse","Amelichloa ambigua"
"67","16","micro_nurse","Sphaeralcea mendocina"
"68","16","micro_nurse","Nassella longiglumis"
"69","16","micro_nurse","Baccharis ulicina"
"70","16","micro_nurse","Conyza lorentzii"
"71","16","micro_nurse","Nassella tenuis"
"72","16","micro_nurse","Glandularia parodii"
"73","16","micro_nurse","Pappostipa humilis"
"74","16","micro_nurse","Lycium chilense"
"75","16","micro_nurse","Schinus johnstonii"
"76","16","micro_nurse","Ephedra triandra"
"77","16","micro_nurse","Aloysia gratissima"
"78","16","micro_nurse","Pappostipa speciosa"
"79","16","micro_nurse","Poa ligularis"
"80","16","micro_nurse","Oxalis lasiopetala"
"81","16","micro_nurse","Chuquiraga rosulata"
"82","16","micro_nurse","Prosopis flexuosa"
"83","16","micro_nurse","Senna aphylla"
"84","16","micro_nurse","Senecio melanopotamicus"
"85","16","micro_nurse","Baccharis gilliesii"
"86","16","micro_nurse","Boopis anthemoides"
"87","16","micro_nurse","Trichocline sinuata"
"88","16","micro_nurse","Bredemeyera microphylla"
"89","16","micro_nurse","Junellia seriphioides"
"90","16","micro_nurse","Poa lanuginosa"
"91","16","micro_nurse","Baccharis melanopotamica"
"92","16","micro_nurse","Geoffroea decorticans"
"93","16","micro_nurse","Brachyclados lycioides"
"94","16","micro_nurse","Condalia microphylla"
"95","16","micro_nurse","Pappophorum vaginatum"
"96","16","micro_nurse","Monttea aphylla"
"97","16","micro_nurse","Spergula ramosa"
"98","16","micro_nurse","Acantholippia seriphioides"
"99","16","micro_nurse","Prosopidastrum globosum"
"100","16","micro_nurse","Hysterionica jasionoides"
"101","16","micro_nurse","Larrea cuneifolia"
"102","16","micro_bare","Amelichloa ambigua"
"103","16","micro_bare","Sphaeralcea mendocina"
"104","16","micro_bare","Nassella longiglumis"
"105","16","micro_bare","Nassella tenuis"
"106","16","micro_bare","Baccharis ulicina"
"107","16","micro_bare","Aloysia gratissima"
"108","16","micro_bare","Glandularia parodii"
"109","16","micro_bare","Prosopis flexuosa"
"110","16","micro_bare","Schinus johnstonii"
"111","16","micro_bare","Pappostipa humilis"
"112","16","micro_bare","Condalia microphylla"
"113","16","micro_bare","Lycium chilense"
"114","16","micro_bare","Baccharis gilliesii"
"115","16","micro_bare","Pappostipa speciosa"
"116","16","micro_bare","Ephedra triandra"
"117","16","micro_bare","Trichocline sinuata"
"118","16","micro_bare","Senna aphylla"
"119","16","micro_bare","Jarava plumosa"
"120","16","micro_bare","Ephedra ochreata"
"121","16","micro_bare","Monttea aphylla"
"122","16","micro_bare","Poa lanuginosa"
"123","16","micro_bare","Acantholippia seriphioides"
"124","16","micro_bare","Chuquiraga rosulata"
"125","16","micro_bare","Boopis anthemoides"
"126","16","micro_bare","Junellia seriphioides"
"127","16","micro_bare","Geoffroea decorticans"
"128","16","micro_bare","Conyza lorentzii"
"129","16","micro_bare","Spergula ramosa"
"130","16","micro_bare","Prosopidastrum globosum"
"131","16","micro_bare","Bredemeyera microphylla"
"132","16","micro_bare","Pappophorum vaginatum"
"133","16","micro_bare","Hysterionica jasionoides"
"134","16","micro_bare","Larrea divaricata"
"135","17","nurse","Larrea divaricata"
"136","17","micro_nurse","Pappostipa humilis"
"137","17","micro_nurse","Baccharis ulicina"
"138","17","micro_nurse","Poa lanuginosa"
"139","17","micro_nurse","Cardionema ramosissima"
"140","17","micro_nurse","Senna aphylla"
"141","17","micro_nurse","Euphorbia collina"
"142","17","micro_nurse","Nassella tenuis"
"143","17","micro_nurse","Lycium chilense"
"144","17","micro_nurse","Prosopis flexuosa"
"145","17","micro_nurse","Baccharis melanopotamica"
"146","17","micro_nurse","Pappostipa speciosa"
"147","17","micro_nurse","Chuquiraga rosulata"
"148","17","micro_nurse","Bredemeyera microphylla"
"149","17","micro_nurse","Glandularia parodii"
"150","17","micro_nurse","Sphaeralcea mendocina"
"151","17","micro_nurse","Acantholippia seriphioides"
"152","17","micro_nurse","Amelichloa ambigua"
"153","17","micro_nurse","Junellia seriphioides"
"154","17","micro_nurse","Baccharis gilliesii"
"155","17","micro_nurse","Aristida mendocina"
"156","17","micro_nurse","Senecio melanopotamicus"
"157","17","micro_nurse","Hysterionica jasionoides"
"158","17","micro_nurse","Ephedra ochreata"
"159","17","micro_nurse","Condalia microphylla"
"160","17","micro_nurse","Trichocline sinuata"
"161","17","micro_nurse","Nassella chilensis"
"162","17","micro_nurse","Nassella longiglumis"
"163","17","micro_nurse","Prosopidastrum globosum"
"164","17","micro_nurse","Boopis anthemoides"
"165","17","micro_nurse","Brachyclados lycioides"
"166","17","micro_nurse","Ephedra triandra"
"167","17","micro_nurse","Conyza lorentzii"
"168","17","micro_nurse","Monttea aphylla"
"169","17","micro_nurse","Gutierrezia baccharoides"
"170","17","micro_bare","Nassella tenuis"
"171","17","micro_bare","Cardionema ramosissima"
"172","17","micro_bare","Baccharis ulicina"
"173","17","micro_bare","Pappostipa speciosa"
"174","17","micro_bare","Pappostipa humilis"
"175","17","micro_bare","Nassella longiglumis"
"176","17","micro_bare","Glandularia parodii"
"177","17","micro_bare","Aristida mendocina"
"178","17","micro_bare","Senna aphylla"
"179","17","micro_bare","Senecio melanopotamicus"
"180","17","micro_bare","Poa lanuginosa"
"181","17","micro_bare","Sphaeralcea mendocina"
"182","17","micro_bare","Lycium chilense"
"183","17","micro_bare","Acantholippia seriphioides"
"184","17","micro_bare","Conyza lorentzii"
"185","17","micro_bare","Chuquiraga rosulata"
"186","17","micro_bare","Prosopis flexuosa"
"187","17","micro_bare","Ephedra ochreata"
"188","17","micro_bare","Baccharis gilliesii"
"189","17","micro_bare","Hysterionica jasionoides"
"190","17","micro_bare","Junellia seriphioides"
"191","17","micro_bare","Amelichloa ambigua"
"192","17","micro_bare","Trichocline sinuata"
"193","17","micro_bare","Bredemeyera microphylla"
"194","17","micro_bare","Nassella chilensis"
"195","17","micro_bare","Baccharis melanopotamica"
"196","17","micro_bare","Larrea divaricata"
"197","17","micro_bare","Boopis anthemoides"
"198","17","micro_bare","Ephedra triandra"
"199","17","micro_bare","Prosopidastrum globosum"
"200","18","nurse","Condalia microphylla"
"201","18","micro_nurse","Lycium chilense"
"202","18","micro_nurse","Prosopidastrum globosum"
"203","18","micro_nurse","Sphaeralcea mendocina"
"204","18","micro_nurse","Glandularia parodii"
"205","18","micro_nurse","Nassella tenuis"
"206","18","micro_nurse","Conyza lorentzii"
"207","18","micro_nurse","Hysterionica jasionoides"
"208","18","micro_nurse","Cardionema ramosissima"
"209","18","micro_nurse","Poa lanuginosa"
"210","18","micro_nurse","Ephedra triandra"
"211","18","micro_nurse","Schinus johnstonii"
"212","18","micro_nurse","Baccharis ulicina"
"213","18","micro_nurse","Pappostipa speciosa"
"214","18","micro_nurse","Nassella longiglumis"
"215","18","micro_nurse","Nassella chilensis"
"216","18","micro_nurse","Prosopis flexuosa"
"217","18","micro_nurse","Senna aphylla"
"218","18","micro_nurse","Aristida mendocina"
"219","18","micro_nurse","Ephedra ochreata"
"220","18","micro_nurse","Senecio melanopotamicus"
"221","18","micro_nurse","Pappostipa humilis"
"222","18","micro_nurse","Trichocline sinuata"
"223","18","micro_nurse","Baccharis gilliesii"
"224","18","micro_nurse","Chuquiraga rosulata"
"225","18","micro_nurse","Bredemeyera microphylla"
"226","18","micro_nurse","Brachyclados lycioides"
"227","18","micro_nurse","Baccharis crispa"
"228","18","micro_nurse","Baccharis melanopotamica"
"229","18","micro_nurse","Junellia seriphioides"
"230","18","micro_nurse","Acantholippia seriphioides"
"231","18","micro_nurse","Geoffroea decorticans"
"232","18","micro_nurse","Boopis anthemoides"
"233","18","micro_nurse","Baccharis 3"
"234","18","micro_nurse","Larrea divaricata"
"235","18","micro_nurse","Cereus ethiops"
"236","18","micro_nurse","Lycium gilliesianum"
"237","18","micro_bare","Glandularia parodii"
"238","18","micro_bare","Nassella tenuis"
"239","18","micro_bare","Cardionema ramosissima"
"240","18","micro_bare","Sphaeralcea mendocina"
"241","18","micro_bare","Prosopis flexuosa"
"242","18","micro_bare","Nassella longiglumis"
"243","18","micro_bare","Nassella chilensis"
"244","18","micro_bare","Senna aphylla"
"245","18","micro_bare","Prosopidastrum globosum"
"246","18","micro_bare","Conyza lorentzii"
"247","18","micro_bare","Poa lanuginosa"
"248","18","micro_bare","Ephedra ochreata"
"249","18","micro_bare","Baccharis ulicina"
"250","18","micro_bare","Lycium chilense"
"251","18","micro_bare","Aristida mendocina"
"252","18","micro_bare","Hysterionica jasionoides"
"253","18","micro_bare","Pappostipa humilis"
"254","18","micro_bare","Boopis anthemoides"
"255","18","micro_bare","Poa ligularis"
"256","18","micro_bare","Condalia microphylla"
"257","18","micro_bare","Chuquiraga rosulata"
"258","18","micro_bare","Acantholippia seriphioides"
"259","18","micro_bare","Hoffmannseggia trifoliata"
"260","18","micro_bare","Pappostipa speciosa"
"261","18","micro_bare","Bredemeyera microphylla"
"262","18","micro_bare","Abyssinica SIL"
"263","18","micro_bare","Baccharis melanopotamica"
"264","18","micro_bare","Ephedra triandra"
"265","18","micro_bare","Baccharis gilliesii"
"266","18","micro_bare","Junellia seriphioides"
"267","18","micro_bare","Larrea divaricata"
"268","18","micro_bare","Geoffroea decorticans"
"269","18","micro_bare","Trichocline sinuata"
"270","18","micro_bare","musgo "
"271","18","micro_bare","Amelichloa ambigua"
"272","18","micro_bare","Baccharis 3"
"273","19","nurse","Larrea cuneifolia"
"274","19","micro_nurse","Thymophylla pentachaeta"
"275","19","micro_nurse","Tetraglochin caespitosum"
"276","19","micro_nurse","Poa ligularis"
"277","19","micro_nurse","Nassella tenuis"
"278","19","micro_nurse","Acantholippia seriphioides"
"279","19","micro_nurse","Chuquiraga erinacea"
"280","19","micro_nurse","Junellia seriphioides"
"281","19","micro_nurse","Gutierrezia baccharoides"
"282","19","micro_nurse","Monttea aphylla"
"283","19","micro_nurse","Poa lanuginosa"
"284","19","micro_nurse","Ephedra ochreata"
"285","19","micro_nurse","Boopis anthemoides"
"286","19","micro_nurse","Bougainvillea spinosa"
"287","19","micro_nurse","Lycium gilliesianum"
"288","19","micro_nurse","Tristagma patagonicum"
"289","19","micro_nurse","Mulguraea aspera"
"290","19","micro_nurse","Echinopsis leucantha"
"291","19","micro_nurse","Pappostipa speciosa"
"292","19","micro_nurse","Hoffmannseggia trifoliata"
"293","19","micro_nurse","Lycium chilense"
"294","19","micro_nurse","Larrea divaricata"
"295","19","micro_nurse","Margyricarpus pinnatus"
"296","19","micro_nurse","Senecio melanopotamicus"
"297","19","micro_nurse","Schinus johnstonii"
"298","19","micro_nurse","Nassella longiglumis"
"299","19","micro_bare","Nassella tenuis"
"300","19","micro_bare","Gutierrezia baccharoides"
"301","19","micro_bare","Acantholippia seriphioides"
"302","19","micro_bare","Margyricarpus pinnatus"
"303","19","micro_bare","Junellia seriphioides"
"304","19","micro_bare","Chuquiraga erinacea"
"305","19","micro_bare","Poa ligularis"
"306","19","micro_bare","Thymophylla pentachaeta"
"307","19","micro_bare","Tetraglochin caespitosum"
"308","19","micro_bare","Senecio melanopotamicus"
"309","19","micro_bare","Hoffmannseggia trifoliata"
"310","19","micro_bare","Boopis anthemoides"
"311","19","micro_bare","Larrea cuneifolia"
"312","19","micro_bare","Monttea aphylla"
"313","19","micro_bare","Mulguraea aspera"
"314","20","nurse","Larrea divaricata"
"315","20","micro_nurse","Acantholippia seriphioides"
"316","20","micro_nurse","Nassella tenuis"
"317","20","micro_nurse","Poa ligularis"
"318","20","micro_nurse","Senecio melanopotamicus"
"319","20","micro_nurse","Gutierrezia baccharoides"
"320","20","micro_nurse","Junellia seriphioides"
"321","20","micro_nurse","Lycium chilense"
"322","20","micro_nurse","Mulguraea aspera"
"323","20","micro_nurse","Poa lanuginosa"
"324","20","micro_nurse","Boopis anthemoides"
"325","20","micro_nurse","Schinus johnstonii"
"326","20","micro_nurse","Pappostipa speciosa"
"327","20","micro_nurse","Nassella longiglumis"
"328","20","micro_nurse","Tetraglochin caespitosum"
"329","20","micro_nurse","Sphaeralcea mendocina"
"330","20","micro_nurse","Prosopis flexuosa"
"331","20","micro_nurse","Ephedra ochreata"
"332","20","micro_nurse","Chuquiraga erinacea"
"333","20","micro_nurse","Monttea aphylla"
"334","20","micro_nurse","Nassella chilensis"
"335","20","micro_nurse","Hoffmannseggia trifoliata"
"336","20","micro_nurse","Grindelia spp."
"337","20","micro_bare","Nassella tenuis"
"338","20","micro_bare","Poa ligularis"
"339","20","micro_bare","Acantholippia seriphioides"
"340","20","micro_bare","Monttea aphylla"
"341","20","micro_bare","Junellia seriphioides"
"342","20","micro_bare","Pappostipa speciosa"
"343","20","micro_bare","Poa lanuginosa"
"344","20","micro_bare","Tetraglochin caespitosum"
"345","20","micro_bare","Lycium chilense"
"346","20","micro_bare","Boopis anthemoides"
"347","20","micro_bare","Gutierrezia baccharoides"
"348","20","micro_bare","Chuquiraga erinacea"
"349","20","micro_bare","Mulguraea aspera"
"350","20","micro_bare","Larrea divaricata"
"351","20","micro_bare","Grindelia spp."
"352","20","micro_bare","Schinus johnstonii"
"353","21","nurse","Larrea divaricata"
"354","21","micro_nurse","Pappostipa speciosa"
"355","21","micro_nurse","Gutierrezia baccharoides"
"356","21","micro_nurse","Nassella tenuis"
"357","21","micro_nurse","Chuquiraga erinacea"
"358","21","micro_nurse","Acantholippia seriphioides"
"359","21","micro_nurse","Senna aphylla"
"360","21","micro_nurse","Junellia seriphioides"
"361","21","micro_nurse","Tetraglochin caespitosum"
"362","21","micro_nurse","Monttea aphylla"
"363","21","micro_nurse","Senecio melanopotamicus"
"364","21","micro_nurse","Boopis anthemoides"
"365","21","micro_nurse","Prosopis flexuosa"
"366","21","micro_nurse","Grindelia chiloensis"
"367","21","micro_nurse","Poa lanuginosa"
"368","21","micro_nurse","Lycium chilense"
"369","21","micro_nurse","Baccharis gilliesii"
"370","21","micro_nurse","Poa ligularis"
"371","21","micro_nurse","Jarava neaei"
"372","21","micro_nurse","Mulguraea aspera"
"373","21","micro_bare","Pappostipa speciosa"
"374","21","micro_bare","Nassella tenuis"
"375","21","micro_bare","Gutierrezia baccharoides"
"376","21","micro_bare","Chuquiraga erinacea"
"377","21","micro_bare","Larrea divaricata"
"378","21","micro_bare","Junellia seriphioides"
"379","21","micro_bare","Lycium chilense"
"380","21","micro_bare","Acantholippia seriphioides"
"381","21","micro_bare","Senna aphylla"
"382","21","micro_bare","Prosopis flexuosa"
"383","21","micro_bare","Baccharis gilliesii"
"384","21","micro_bare","Ephedra ochreata"
"385","21","micro_bare","Thymophylla pentachaeta"
"386","21","micro_bare","Monttea aphylla"
"387","21","micro_bare","Boopis anthemoides"
"388","40","nurse","Maireana pyramidata"
"389","40","micro_nurse","Maireana turbinata"
"390","40","micro_nurse","Minuria cunninghamii"
"391","40","micro_nurse","Sclerolaena brachyptera"
"392","40","micro_nurse","Sclerolaena ventricosa"
"393","40","micro_nurse","Lotus cruentus"
"394","40","micro_nurse","Sida corrugata"
"395","40","micro_nurse","Sclerolaena divaricata"
"396","40","micro_nurse","Sclerolaena lanicuspis"
"397","40","micro_nurse","Atriplex vesicaria"
"398","40","micro_nurse","Sida fibulifera"
"399","40","micro_nurse","Maireana pyramidata"
"400","40","micro_nurse","Minuria leptophylla"
"401","40","micro_bare","Sclerolaena brachyptera"
"402","40","micro_bare","Lotus cruentus"
"403","40","micro_bare","Sclerolaena ventricosa"
"404","40","micro_bare","Sida fibulifera"
"405","40","micro_bare","Eragrostis dielsii"
"406","40","micro_bare","Sclerolaena divaricata"
"407","41","nurse","Maireana pyramidata"
"408","41","micro_nurse","Austrostipa scabra"
"409","41","micro_nurse","Sclerolaena patenticuspis"
"410","41","micro_nurse","Sclerolaena obliquicuspis"
"411","41","micro_nurse","Solanum quadriloculatum"
"412","41","micro_nurse","Enneapogon avenaceus"
"413","41","micro_bare","Enneapogon avenaceus"
"414","41","micro_bare","Austrostipa scabra"
"415","41","micro_bare","Sclerolaena obliquicuspis"
"416","41","micro_bare","Sclerolaena patenticuspis"
"417","42","nurse","Atriplex vesicaria"
"418","42","micro_nurse","Sclerolaena brachyptera"
"419","42","micro_nurse","Sida "
"420","42","micro_nurse","Lotus cruentus"
"421","42","micro_nurse","Atriplex vesicaria"
"422","42","micro_nurse","Eragrostis setifolia"
"423","42","micro_nurse","Sclerolaena ventricosa"
"424","42","micro_nurse","Austrodanthonia caespitosa"
"425","42","micro_nurse","Sclerolaena lanicuspis"
"426","42","micro_bare","Sclerolaena brachyptera"
"427","42","micro_bare","Sclerolaena eriacantha"
"428","42","micro_bare","Sida "
"429","42","micro_bare","Lotus cruentus"
"430","42","micro_bare","Eragrostis setifolia"
"431","42","micro_bare","Sclerolaena lanicuspis"
"432","42","micro_bare","Sclerolaena diacantha"
"433","42","micro_bare","Sclerolaena divaricata"
"434","42","micro_bare","Atriplex vesicaria"
"435","42","micro_bare","Sclerolaena ventricosa"
"436","42","micro_bare","Maireana "
"437","42","micro_bare","Austrodanthonia caespitosa"
"438","42","micro_bare","Austrostipa scabra"
"439","43","nurse","Atriplex vesicaria"
"440","43","micro_nurse","Minuria cunninghamii"
"441","43","micro_nurse","Atriplex vesicaria"
"442","43","micro_nurse","Enteropogon acicularis"
"443","43","micro_nurse","Sclerolaena brachyptera"
"444","43","micro_nurse","Sida "
"445","43","micro_nurse","Sclerolaena ventricosa"
"446","43","micro_nurse","Tripogon loliiformis"
"447","43","micro_nurse","Eragrostis setifolia"
"448","43","micro_nurse","Maireana turbinata"
"449","43","micro_bare","Sclerolaena diacantha"
"450","43","micro_bare","Sclerolaena brachyptera"
"451","43","micro_bare","Enteropogon acicularis"
"452","43","micro_bare","Sclerolaena ventricosa"
"453","43","micro_bare","Eragrostis setifolia"
"454","43","micro_bare","Atriplex vesicaria"
"455","43","micro_bare","Minuria cunninghamii"
"456","43","micro_bare","Sida "
"457","43","micro_bare","Tripogon loliiformis"
"458","44","nurse","Maireana aphylla"
"459","44","nurse","Nitraria billardieri"
"460","44","micro_nurse","Nitraria billardierei"
"461","44","micro_nurse","Sclerolaena muricata var. muricata"
"462","44","micro_nurse","Einadia nutans"
"463","44","micro_nurse","Maireana aphylla"
"464","44","micro_nurse","Paspalidium constrictum"
"465","44","micro_nurse","Sclerolaena brachyptera"
"466","44","micro_nurse","Atriplex vesicaria"
"467","44","micro_bare","Sclerolaena diacantha"
"468","45","nurse","Maireana aphylla"
"469","45","micro_nurse","Sclerolaena tricuspis"
"470","45","micro_nurse","Sclerolaena brachyptera"
"471","45","micro_nurse","Austrostipa scabra"
"472","45","micro_nurse","Atriplex semibaccata"
"473","45","micro_nurse","Sida trichopoda"
"474","45","micro_nurse","Einadia nutans"
"475","45","micro_nurse","Sporobolus carolii"
"476","45","micro_nurse","Maireana trichoptera"
"477","45","micro_nurse","Sclerolaena diacantha"
"478","45","micro_nurse","Chloris truncata"
"479","45","micro_nurse","Austrodanthonia caespitosa"
"480","45","micro_bare","Sclerolaena brachyptera"
"481","45","micro_bare","Maireana trichoptera"
"482","45","micro_bare","Austrostipa scabra"
"483","45","micro_bare","Atriplex semibaccata"
"484","45","micro_bare","Sporobolus carolii"
"485","45","micro_bare","Sida trichopoda"
"486","45","micro_bare","Einadia nutans"
"487","45","micro_bare","Austrodanthonia caespitosa"
"488","45","micro_bare","Sclerolaena diacantha"
"489","45","micro_bare","Sclerolaena tricuspis"
"490","45","micro_bare","Sida intricata"
"491","45","micro_bare","Craspedia sp."
"492","46","nurse","Atriplex vesicaria"
"493","46","nurse","Maireana aphylla"
"494","46","micro_nurse","Paspalidium constrictum"
"495","46","micro_nurse","Sclerolaena diacantha"
"496","46","micro_nurse","Austrostipa scabra"
"497","46","micro_nurse","Austrodanthonia caespitosa"
"498","46","micro_nurse","Atriplex vesicaria"
"499","46","micro_nurse","Sclerolaena brachyptera"
"500","46","micro_nurse","Oxalis sp."
"501","46","micro_nurse","Enneapogon avenaceus"
"502","46","micro_nurse","Maireana aphylla"
"503","46","micro_nurse","Einadia nutans"
"504","46","micro_nurse","Chloris truncata"
"505","46","micro_bare","Paspalidium constrictum"
"506","46","micro_bare","Austrodanthonia caespitosa"
"507","46","micro_bare","Sclerolaena diacantha"
"508","46","micro_bare","Sclerolaena brachyptera"
"509","46","micro_bare","Atriplex vesicaria"
"510","46","micro_bare","Austrostipa scabra"
"511","46","micro_bare","Chloris truncata"
"512","47","nurse","Atriplex vesicaria"
"513","47","micro_nurse","Austrostipa scabra"
"514","47","micro_nurse","Atriplex vesicaria"
"515","47","micro_nurse","Austrodanthonia caespitosa"
"516","47","micro_nurse","Sporobolus carolii"
"517","47","micro_nurse","Vittadinia cuneata complex"
"518","47","micro_bare","Austrostipa scabra"
"519","48","nurse","Atriplex vesicaria"
"520","48","micro_nurse","Enteropogon acicularis"
"521","48","micro_nurse","Atriplex vesicaria"
"522","48","micro_nurse","Cyperus sp."
"523","48","micro_bare","Enteropogon acicularis"
"524","48","micro_bare","Enchylaena tomentosa"
"525","49","nurse","Atriplex vesicaria"
"526","49","micro_nurse","Enteropogon acicularis"
"527","49","micro_nurse","Paspalidium constrictum"
"528","49","micro_nurse","Atriplex vesicaria"
"529","49","micro_nurse","Sporobolus sp."
"530","49","micro_nurse","Calandrinia eremaea"
"531","49","micro_nurse","Portulaca oleracea"
"532","49","micro_bare","Atriplex vesicaria"
"533","49","micro_bare","Sporobolus sp."
"534","49","micro_bare","Paspalidium constrictum"
"535","50","nurse","Atriplex vesicaria"
"536","50","micro_nurse","Enteropogon acicularis"
"537","50","micro_nurse","Cheilanthes sieberi"
"538","50","micro_nurse","Opuntia aurantiaca"
"539","50","micro_nurse","Portulaca oleracea"
"540","50","micro_bare","Fimbristylis dichotoma"
"541","50","micro_bare","Enteropogon acicularis"
"542","83","nurse","Acaena integerrima"
"543","83","nurse","acaena integerrima"
"544","83","nurse","Festuca pallescens"
"545","83","micro_nurse","Cerastium arvense"
"546","83","micro_nurse","Festuca pyrogea"
"547","83","micro_nurse","Nassauvia darwinii"
"548","83","micro_nurse","Viola maculata"
"549","83","micro_nurse","Taraxacum officinale"
"550","83","micro_nurse","Festuca pallescens"
"551","83","micro_nurse","Lathyrus magellanicus"
"552","83","micro_nurse","Calceolaria biflora"
"553","83","micro_nurse","Hordeum murinum"
"554","83","micro_nurse","Senecio sericeo-nitens"
"555","83","micro_nurse","Galium fuegianum"
"556","83","micro_nurse","Acaena integerrima"
"557","83","micro_nurse","Acaena pinnatifida"
"558","83","micro_nurse","Luzula alopecurus"
"559","83","micro_bare","Acaena integerrima"
"560","83","micro_bare","Cerastium arvense"
"561","83","micro_bare","Festuca pallescens"
"562","83","micro_bare","Nassauvia darwinii"
"563","83","micro_bare","Festuca pyrogea"
"564","83","micro_bare","Taraxacum officinale"
"565","83","micro_bare","Acaena spp. "
"566","83","micro_bare","Viola maculata"
"567","83","micro_bare","Acaena pinnatifida"
"568","84","nurse","Festuca pallescens"
"569","84","nurse","Mulinum spinosum"
"570","84","micro_nurse","Cerastium arvense"
"571","84","micro_nurse","Festuca pyrogea"
"572","84","micro_nurse","Taraxacum officinale"
"573","84","micro_nurse","Viola maculata"
"574","84","micro_nurse","Acaena pinnatifida"
"575","84","micro_nurse","Mulinum spinosum"
"576","84","micro_nurse","Galium fuegianum"
"577","84","micro_nurse","Nassauvia darwinii"
"578","84","micro_nurse","Hypochaeris incana"
"579","84","micro_nurse","Calceolaria biflora"
"580","84","micro_nurse","Elymus repens"
"581","84","micro_nurse","Acaena integerrima"
"582","84","micro_nurse","Holcus lanatus"
"583","84","micro_nurse","Leucheria candidissima"
"584","84","micro_nurse","Festuca pallescens"
"585","84","micro_nurse","Hordeum murinum"
"586","84","micro_nurse","Senecio sericeo-nitens"
"587","84","micro_bare","Acaena integerrima"
"588","84","micro_bare","Nassauvia darwinii"
"589","84","micro_bare","Festuca pyrogea"
"590","84","micro_bare","Calceolaria biflora"
"591","84","micro_bare","Mulinum spinosum"
"592","84","micro_bare","Galium fuegianum"
"593","84","micro_bare","Senecio sericeo-nitens"
"594","84","micro_bare","Elymus repens"
"595","84","micro_bare","Viola maculata"
"596","84","micro_bare","Taraxacum officinale"
"597","84","micro_bare","Festuca pallescens"
"598","85","nurse","Festuca pallescens"
"599","85","nurse","Mulinum spinosum"
"600","85","micro_nurse","Festuca pyrogea"
"601","85","micro_nurse","Holcus lanatus"
"602","85","micro_nurse","Nassauvia darwinii"
"603","85","micro_nurse","Cerastium arvense"
"604","85","micro_nurse","Viola maculata"
"605","85","micro_nurse","Lathyrus magellanicus"
"606","85","micro_nurse","Hypochaeris incana"
"607","85","micro_nurse","Carex gayana"
"608","85","micro_nurse","Calceolaria biflora"
"609","85","micro_nurse","Elymus repens"
"610","85","micro_nurse","Mulinum spinosum"
"611","85","micro_nurse","Quinchamalium chilense"
"612","85","micro_nurse","Festuca pallescens"
"613","85","micro_nurse","Senecio sericeo-nitens"
"614","85","micro_nurse","Taraxacum officinale"
